Formula,avg % of optimum found,exact optimums found,blunders
wuf50-0117.mwcnf,54.78414974113899,0,0
wuf50-0942.mwcnf,71.85888077858881,38,0
wuf50-0241.mwcnf,88.21515451842508,87,0
wuf50-0722.mwcnf,64.84741000877963,0,0
wuf50-0371.mwcnf,50.40193452380952,2,0
wuf50-0748.mwcnf,46.19668416030534,0,0
wuf50-0843.mwcnf,55.86617842876165,0,0
wuf50-0494.mwcnf,50.06344616431366,2,0
wuf50-0429.mwcnf,65.56586185819071,20,0
wuf50-025.mwcnf,75.26804123711341,34,0
wuf50-0666.mwcnf,45.51530282015719,4,0
wuf50-0797.mwcnf,65.09578842093566,0,0
wuf50-0852.mwcnf,57.326027397260276,29,0
wuf50-0231.mwcnf,35.13545450142864,3,0
wuf50-0489.mwcnf,56.09714993804213,1,0
wuf50-0677.mwcnf,52.9547560643227,2,0
wuf50-0827.mwcnf,58.88848920863309,57,1
wuf50-0423.mwcnf,71.6777799377916,0,0
wuf50-0324.mwcnf,62.064358974358974,16,0
wuf50-0511.mwcnf,47.72744158764298,1,0
wuf50-0813.mwcnf,47.35286558725264,1,0
wuf50-0327.mwcnf,58.84837247630821,9,0
wuf50-0913.mwcnf,86.39743253864292,46,0
wuf50-0457.mwcnf,52.569412502613424,1,0
wuf50-0581.mwcnf,55.83773638359658,0,0
wuf50-0115.mwcnf,81.61602610587381,0,0
wuf50-0174.mwcnf,72.28065712001163,1,0
wuf50-0972.mwcnf,29.790482076637822,0,0
wuf50-0396.mwcnf,61.5850432246641,0,0
wuf50-0777.mwcnf,65.56949505465903,2,0
wuf50-0168.mwcnf,49.76602086438152,0,0
wuf50-0878.mwcnf,63.57761732851986,62,0
wuf50-0476.mwcnf,35.77840143691064,1,0
wuf50-0679.mwcnf,43.08595988538682,6,0
wuf50-0198.mwcnf,42.62895366350669,0,0
wuf50-0941.mwcnf,64.48710601719198,16,0
wuf50-0408.mwcnf,44.58936755270394,33,0
wuf50-0934.mwcnf,52.04642409033877,4,0
wuf50-0259.mwcnf,51.54102079395085,0,0
wuf50-0350.mwcnf,76.87433400698144,45,0
wuf50-0708.mwcnf,54.02498738011105,2,0
wuf50-0521.mwcnf,61.924552160168595,0,0
wuf50-0191.mwcnf,60.35810055865922,31,0
wuf50-0959.mwcnf,59.82697674418605,0,0
wuf50-0670.mwcnf,50.41000829416644,0,0
wuf50-0230.mwcnf,80.12484700122398,2,0
wuf50-0211.mwcnf,52.02804262478968,5,0
wuf50-0553.mwcnf,56.958463949843264,2,0
wuf50-0248.mwcnf,35.9155672823219,34,0
